SALE TYPE,SOLD DATE,PROPERTY.TYPE,ADDRESS,CITY,STATE.OR.PROVINCE,ZIP.OR.POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2009 Kings Rd,Carrollton,TX,75007,219900,3,2,Woodlake 3 2nd Sec,1482,7710,1974,3,148,,Active,,,14408694,N,Y,33.0081256,-96.8788516
MLS Listing,,Single Family Residential,6828 Shoreway Dr,Grand Prairie,TX,75054,395000,4,3.5,Shores At Grand Peninsula,3151,7710,2003,4,125,58,Active,,,14412767,N,Y,32.6105404,-97.0425674
MLS Listing,,Single Family Residential,520 La Salle Dr,Richardson,TX,75081,235000,3,1.5,Walton Terrace,1173,7710,1960,4,200,,Active,,,14392747,N,Y,32.9505905,-96.7201539
MLS Listing,,Single Family Residential,4016 Featherstone Dr,Dallas,TX,75216,106900,3,1,Marsalis Park,1292,7710,1957,10,83,,Active,,,14406324,N,Y,32.6954589,-96.8184991
MLS Listing,,Single Family Residential,7226 Dalewood Ln,Dallas,TX,75214,385000,2,1,Mockingbird Mdws Add,1255,7710,1953,12,307,,Active,,,14403010,N,Y,32.8485151,-96.7369174
MLS Listing,,Single Family Residential,4913 Berkeley Ct,Garland,TX,75043,220000,3,2,Golden Gate Park 01,1757,7710,1992,14,125,,Active,,,14403835,N,Y,32.8595397,-96.5816962
MLS Listing,,Single Family Residential,143 Southlake Dr,Rockwall,TX,75032,284900,3,2,Lynden Park Estates Ph 2,2348,7710,2002,17,121,,Active,,,14401830,N,Y,32.8927648,-96.4600215
MLS Listing,,Single Family Residential,1647 Castleford Dr,Forney,TX,75126,319900,4,2.5,Devonshire Village 2c,2310,7710,2019,17,138,47,Active,,,14401559,N,Y,32.78045,-96.424223
MLS Listing,,Single Family Residential,11129 Tracey Dr,Balch Springs,TX,75180,184500,3,2,Shady Hills,1313,7710,1970,26,141,,Active,,,14381702,N,Y,32.7257555,-96.6335202
MLS Listing,,Single Family Residential,2122 Glenfield Ave,Dallas,TX,75224,188000,4,2.5,Clearview Park 03,1579,7710,1949,27,119,,Active,,,14391433,N,Y,32.7168703,-96.8534641
MLS Listing,,Single Family Residential,4221 N Cliff Dr,Carrollton,TX,75010,349900,3,2,Meadow Ridge,2071,7710,1988,30,169,,Active,,,14390814,N,Y,33.0268862,-96.8799829
MLS Listing,,Single Family Residential,3230 Stonehenge Ln,Carrollton,TX,75006,445000,3,2.5,Trafalgar Square Ph 03 Rep,3398,7710,1977,31,131,83,Active,,,14389752,N,Y,32.958778,-96.84901
MLS Listing,,Single Family Residential,5307 Cedar Tree Ln,Dallas,TX,75236,185000,4,2,Meadow Nest,1645,7710,1982,32,112,,Active,,,14388223,N,Y,32.6810883,-96.9029914
MLS Listing,,Single Family Residential,229 Commonwealth Cir,Grand Prairie,TX,75052,300000,5,3.5,Westchester West A,2776,7710,1990,44,108,,Active,,,14375534,N,Y,32.6618539,-97.0075321
MLS Listing,,Single Family Residential,309 Wedgewood Ln,Cedar Hill,TX,75104,285000,5,2.5,Windsor Park Ph 01,3002,7710,2000,45,95,,Active,,,14380414,N,Y,32.5840365,-96.9231555
MLS Listing,,Condo/Co-op,619 Timberline Dr,Hurst,TX,76053,159000,2,1.5,Cedar Ridge At Hurst Twnhms,864,3311,1981,19,184,240,Active,,,14389921,N,Y,32.821134,-97.193887
MLS Listing,,Single Family Residential,3836 Clover Ln,Dallas,TX,75220,1075000,4,4,North Davilla Drive Estates,3908,7710,2020,45,275,,Active,August-22-2020 03:00 PM,August-22-2020 05:00 PM,14376780,N,Y,32.8704034,-96.851409
MLS Listing,,Single Family Residential,1513 Melrose St,Garland,TX,75042,250000,3,2,Golden Meadows 03,1619,7667,1970,4,154,,Active,,,14413255,N,Y,32.927093,-96.651172
MLS Listing,,Single Family Residential,403 Sodbury Ct,Roanoke,TX,76262,465000,4,3.5,Briarwyck Add Ph 1,4173,7667,2008,4,111,45,Active,,,14412766,N,Y,33.0184776,-97.2264807
MLS Listing,,Single Family Residential,1014 Appleblossom Ln,Mesquite,TX,75149,174999,3,2,Highland Hills,1178,7667,1959,4,149,,Active,,,14411583,N,Y,32.7540377,-96.5815815
MLS Listing,,Single Family Residential,713 S Willomet Ave,Dallas,TX,75208,149000,3,1,Melrose,973,7667,1928,7,153,,Active,,,14410449,N,Y,32.7387293,-96.840779
MLS Listing,,Single Family Residential,4549 Ridgepointe Dr,The Colony,TX,75056,375000,3,2.5,Ridgepointe Ph 2a,2916,7667,2001,9,129,,Active,,,14404295,N,Y,33.0735804,-96.8949857
MLS Listing,,Condo/Co-op,1122 Jackson St #715,Dallas,TX,75202,234500,1,1,SOCO URBAN LOFT CONDO,971,42863,1925,20,242,400,Active,,,14398887,N,Y,32.7782672,-96.8024429
MLS Listing,,Single Family Residential,2626 San Marcus Ave,Dallas,TX,75228,225000,3,1,Casa View Oaks 04 Rev,1208,7667,1954,10,186,,Active,,,14408328,N,Y,32.8310092,-96.6698888
MLS Listing,,Single Family Residential,353 Mesquite Hill Dr,Arlington,TX,76002,289000,3,2,Lonesome Dove Estates,2281,7667,2000,11,127,,Active,,,14406899,N,Y,32.6134756,-97.1093369
MLS Listing,,Single Family Residential,8601 Chesham Dr,Rowlett,TX,75088,225000,3,2,Dalrock Estates,1707,7667,1980,13,132,,Active,,,14402566,N,Y,32.908091,-96.5187462
MLS Listing,,Single Family Residential,3848 Summer Hill Dr,Balch Springs,TX,75180,199000,4,2.5,Fox Run,2164,7667,2002,31,92,,Active,,,14387234,N,Y,32.7158824,-96.6100648
MLS Listing,,Single Family Residential,402 W Clarendon Dr,Dallas,TX,75208,299900,3,1,Clarendon Hills,1463,7667,1936,33,205,,Active,,,14388763,N,Y,32.7342111,-96.8285043
MLS Listing,,Single Family Residential,400 S Brighton Ave,Dallas,TX,75208,389000,3,2,Sunset Hill,1554,7667,1914,37,250,,Active,,,14385183,N,Y,32.7421687,-96.8500657
MLS Listing,,Single Family Residential,210 Azalea Dr,Duncanville,TX,75137,185000,3,2,add,1195,7658,1962,5,155,,Active,,,14412244,N,Y,32.6402644,-96.9064706
MLS Listing,,Single Family Residential,2542 Quinto Dr,Dallas,TX,75227,150000,3,2,Piedmont Add 01 Instl Cb 6227,1008,7623,1953,7,149,,Active,,,14408796,N,Y,32.7566298,-96.6928647
MLS Listing,,Single Family Residential,3633 Silverhill Dr,Dallas,TX,75241,164999,3,2,Bishop College Heights,1248,7623,1961,1,132,,Active,,,14392023,N,Y,32.6654567,-96.7608794
MLS Listing,,Condo/Co-op,4523 N O Connor Rd #1178,Irving,TX,75062,139000,2,2.5,Quail Run Condo,1167,747185,1975,20,119,376,Active,,,14400043,N,Y,32.8611052,-96.9515164
MLS Listing,,Vacant Land,401 S Henderson Ave S,Dallas,TX,75223,220000,0,,Caldwells Road,,10625,1933,20,,,Active,,,14400024,N,Y,32.796307,-96.7574424
MLS Listing,,Single Family Residential,3611 Sunnypark Dr,Arlington,TX,76014,275000,4,2.5,Parker Heights Add,2485,7623,1992,1,111,,Active,,,14412442,N,Y,32.6853846,-97.106772
MLS Listing,,Single Family Residential,110 Tanglewood Dr,Duncanville,TX,75116,189500,3,2,West Park Estates,1296,7623,1963,2,146,,Active,,,14411389,N,Y,32.6523099,-96.9166998
MLS Listing,,Single Family Residential,514 Futrelle St,Mesquite,TX,75149,205000,3,2,Broadmoor Estates,1797,7623,1974,3,114,,Active,,,14412868,N,Y,32.7688652,-96.5928753
MLS Listing,,Single Family Residential,913 Madison Cir,Lewisville,TX,75067,249900,3,2.5,Serendipity Village 3 Sec 2,2008,7623,1977,3,124,,Active,,,14414040,N,Y,33.0283285,-97.007805
MLS Listing,,Single Family Residential,3510 Scott Dr,Rowlett,TX,75088,245000,3,2,Toler Rdg #2,1852,7623,1982,4,132,,Active,,,14411289,N,Y,32.8904372,-96.5687259
MLS Listing,,Single Family Residential,8 Rochelle Ct,Mansfield,TX,76063,255000,4,2,Dover Heights Add,1827,7623,2001,4,140,13,Active,,,14410295,N,Y,32.6078091,-97.1302381
MLS Listing,,Condo/Co-op,5100 Verde Valley Ln #167,Dallas,TX,75254,210000,2,2,Boardwalk On The Pkwy Condos,1205,276737,1982,20,174,250,Active,,,14399947,N,Y,32.9485675,-96.8222898
MLS Listing,,Ranch,0 Indian Trl,Flower Mound,TX,75022,169900,0,,Franklin Hills,,25003,,20,,,Active,,,14399940,N,Y,33.031642,-97.152289
MLS Listing,,Single Family Residential,11710 Farrar St,Dallas,TX,75218,450000,3,2.5,Lochwood Rev,2573,7623,1957,5,175,,Active,,,14411763,N,Y,32.8532888,-96.6929482
MLS Listing,,Single Family Residential,5 Cypress Point Ct,Frisco,TX,75034,575000,4,4,Stonebriar Sec II West,3424,7623,1994,5,168,238,Active,,,14411552,N,Y,33.0951177,-96.8482914
MLS Listing,,Single Family Residential,10554 Wyatt St,Dallas,TX,75218,525000,5,4,Lochwood,2682,7623,1962,7,196,,Active,,,14410564,N,Y,32.8486225,-96.694912
MLS Listing,,Single Family Residential,4700 Raspberry Spar,Arlington,TX,76005,480692,4,2.5,Viridian 40s,2629,7623,2020,10,183,83,Active,,,14408810,N,Y,32.795013,-97.078578
MLS Listing,,Single Family Residential,1524 Hilltop Dr,Garland,TX,75042,222900,4,2,Crest Ridge Estates,1445,7623,1954,10,154,,Active,,,14406726,N,Y,32.9024559,-96.6565248
MLS Listing,,Vacant Land,1418 Diceman Ave,Dallas,TX,75203,107000,0,,John Diceman Partition City Bl,,57935,,20,,,Active,,,14399873,N,Y,32.733267,-96.786948
MLS Listing,,Single Family Residential,7604 Albany Ln,Arlington,TX,76002,260000,3,2,Matlock Estates Add,2240,7623,2000,11,116,,Active,,,14405471,N,Y,32.6221602,-97.1150136
MLS Listing,,Single Family Residential,3800 Aspenwood Dr,Bedford,TX,76021,284999,3,2,Whisperwood Add,1965,7623,1979,17,145,,Active,,,14390874,N,Y,32.8465623,-97.1067299
MLS Listing,,Single Family Residential,2026 Holland St,Grand Prairie,TX,75051,228000,4,2,G W Spikes 01,1904,7623,1920,17,120,,Active,,,14402511,N,Y,32.733313,-97.0320301
MLS Listing,,Single Family Residential,4124 Saranac Dr,Dallas,TX,75220,1150000,5,5,Glenridge Estates,3852,7623,2020,17,299,,Active,,,14383672,N,Y,32.8732909,-96.8425705
MLS Listing,,Single Family Residential,600 W Fate Main Pl,Fate,TX,75087,342500,4,3.5,Woodcreek Ph 3b,3307,7623,2005,18,104,47,Active,,,14401255,N,Y,32.9423711,-96.3888337
MLS Listing,,Single Family Residential,6546 Axton Ln,Dallas,TX,75214,400000,2,2,Ridgewood Park,1385,7623,1954,20,289,2,Active,,,14399113,N,Y,32.8463928,-96.7477899
MLS Listing,,Single Family Residential,4005 Inwood Ln,Colleyville,TX,76034,394000,3,2.5,Saddlebrook,2761,7623,1986,30,143,27,Active,,,14391024,N,Y,32.8697402,-97.1523708
MLS Listing,,Single Family Residential,3024 W Clarendon Dr,Dallas,TX,75211,194900,3,2,Westmoreland Heights,1220,7623,1954,40,160,,Active,,,14382914,N,Y,32.7342052,-96.8712259
MLS Listing,,Single Family Residential,10421 Losa Dr,Dallas,TX,75218,207900,3,2,Casa Vale,988,7579,1950,2,210,,Active,,,14414223,N,Y,32.8409652,-96.6896475
MLS Listing,,Multi-Family (2-4 Unit),4549 Fairway Ave,Highland Park,TX,75219,2500000,10,4.5,West Park,6198,8756,2019,20,403,,Active,,,14399715,N,Y,32.8230358,-96.816072
MLS Listing,,Single Family Residential,453 Woodway Dr,Coppell,TX,75019,339900,4,2,Willowood 01,1884,7579,1979,3,180,,Active,,,14413539,N,Y,32.9628646,-96.9811715
MLS Listing,,Condo/Co-op,8522 Park Ln #4,Dallas,TX,75231,170000,2,2.5,Boardwalk Condo,1997,53797,1979,20,85,275,Active,,,14398469,N,Y,32.870405,-96.7565793
MLS Listing,,Single Family Residential,911 Carthage Way,Arlington,TX,76017,295000,4,2.5,South Hampton Add,3010,7579,2002,3,98,,Active,,,14413672,N,Y,32.6549843,-97.1217423
MLS Listing,,Vacant Land,Carroll Ave,Southlake,TX,76092,625000,0,,TBD,,50573,,20,,,Active,,,14397783,N,Y,32.969951,-97.133356
MLS Listing,,Single Family Residential,6939 Santa Maria Ln,Dallas,TX,75214,1125000,4,4,Bob-O-Links Downs,3588,7579,1953,3,314,,Active,,,14412548,N,Y,32.8411291,-96.7404693
MLS Listing,,Single Family Residential,141 Windham Cir,Coppell,TX,75019,399750,3,2,Devonshire,2166,7579,1992,4,185,17,Active,,,14409142,N,Y,32.9665592,-97.0043414
MLS Listing,,Vacant Land,Dove Rd,Southlake,TX,76092,625000,0,,TBD,,48264,,20,,,Active,,,14397789,N,Y,32.977652,-97.180895
MLS Listing,,Single Family Residential,6916 Arborbrook Dr,North Richland Hills,TX,76182,230000,3,2,North Park Estates,1415,7579,1979,4,163,,Active,,,14413007,N,Y,32.8617951,-97.2339575
MLS Listing,,Single Family Residential,2023 Sierra Dr,Lewisville,TX,75077,295000,4,2,The Highlands Ph 3,2001,7579,1980,6,147,,Active,,,14410748,N,Y,33.0786334,-97.0401615
MLS Listing,,Single Family Residential,10450 Sandra Lynn Dr,Dallas,TX,75228,258000,4,2,Country Club Park 01,1440,7579,1955,6,179,,Active,,,14410832,N,Y,32.8416121,-96.6602414
MLS Listing,,Single Family Residential,5175 Cardiff St,Dallas,TX,75241,147500,3,1,Corrigan Gardens,1248,7579,1956,7,118,,Active,,,14410309,N,Y,32.6882065,-96.771084
MLS Listing,,Single Family Residential,7339 Coronado Ave,Dallas,TX,75214,860000,3,3.5,Gaston Terrace,3184,7579,2016,7,270,,Active,,,14410113,N,Y,32.8091283,-96.7317893
MLS Listing,,Single Family Residential,2703 Birch St,Mansfield,TX,76063,436415,5,4,South Pointe,3034,7579,2020,9,144,38,Active,,,14409398,N,Y,32.539921,-97.093998
MLS Listing,,Single Family Residential,719 Rosedown Ln,Mesquite,TX,75150,224500,3,2,Willow Glen 02,2090,7579,1981,10,107,,Active,,,14408941,N,Y,32.8100991,-96.6074777
MLS Listing,,Single Family Residential,2831 Prado,Grand Prairie,TX,75054,285000,4,2,Mira Lagos B,2134,7579,2006,10,134,46,Active,,,14404532,N,Y,32.5952892,-97.0492351
MLS Listing,,Vacant Land,1651 W WINTERGREEN Rd,Lancaster,TX,75134,320000,0,,JOHNATHAN L SAMSON ABST 1311 PG 65 TR 22,,144532,,20,,,Active,,,14399681,N,Y,32.6159112,-96.7965662
MLS Listing,,Vacant Land,699 W Broad St,Mansfield,TX,76063,45000,0,,Thomas J Hanks,,26528,,20,,,Active,,,14399679,N,Y,32.5619853,-97.1522244
MLS Listing,,Single Family Residential,4503 Hopkins Ave,Dallas,TX,75209,595000,3,2.5,Airlawn,2500,7579,2020,11,238,,Active,,,14406515,N,Y,32.8478793,-96.8332156
MLS Listing,,Single Family Residential,1901 Overbrook Dr,Arlington,TX,76014,249999,4,2.5,Briar Meadow Add,1869,7579,1979,12,134,,Active,,,14405597,N,Y,32.6957812,-97.0801408
MLS Listing,,Single Family Residential,3207 San Lucas Ave,Dallas,TX,75228,285000,4,2,Casa View Heights 09,1808,7579,1954,12,158,,Active,,,14404039,N,Y,32.8315194,-96.6619536
MLS Listing,,Single Family Residential,2034 Sierra Dr,Lewisville,TX,75077,289900,3,2,The Highlands Ph 3,1791,7579,1980,13,162,,Active,,,14405142,N,Y,33.0794987,-97.0403295
MLS Listing,,Single Family Residential,6012 Timber Creek Ln,Dallas,TX,75248,369900,3,2.5,Preston Port Estates,2216,7579,1977,13,167,,Active,,,14402218,N,Y,32.97989,-96.8024048
MLS Listing,,Single Family Residential,3137 Lariat Ln,Garland,TX,75042,219000,4,3,Western Heights Estates 3,1491,7579,1960,17,147,,Active,,,14392596,N,Y,32.921096,-96.677305
MLS Listing,,Condo/Co-op,1911 Summit Ave #3,Dallas,TX,75206,524900,2,3,Levingston Place,2127,17424,2015,20,247,188,Active,,,14397998,N,Y,32.8134412,-96.7724593
MLS Listing,,Single Family Residential,2 Cypress Point Ct,Frisco,TX,75034,749900,3,3.5,Stonebriar Sec II West,3595,7579,1995,24,209,238,Active,,,14397778,N,Y,33.0952604,-96.8488778
MLS Listing,,Single Family Residential,3502 Gillon Ave,Highland Park,TX,75205,1795000,3,3.5,Highland Park,2996,7579,1969,30,599,,Active,,,14390965,N,Y,32.8267619,-96.7904188
MLS Listing,,Single Family Residential,1005 Mill Branch Dr,Garland,TX,75040,244900,4,2,Mill Creek Crossing 04,2066,7579,1997,43,119,,Active,,,14370232,N,Y,32.9032459,-96.6151976
MLS Listing,,Single Family Residential,4123 Biglow Dr,Dallas,TX,75216,173000,3,2,Fonville L A,1044,7579,1941,46,166,,Active,,,14378811,N,Y,32.7003774,-96.7932084
MLS Listing,,Single Family Residential,2820 Cripple Creek Trl,Grapevine,TX,76051,375000,3,2,Parra Linda Estates,1450,7536,1981,2,259,,Active,,,14414162,N,Y,32.9571119,-97.1124837
MLS Listing,,Single Family Residential,703 Paisley Ln,Red Oak,TX,75154,310000,4,2.5,Harmony Ph 1,2698,7536,2012,3,115,56,Active,,,14412154,N,Y,32.5393413,-96.8372146
MLS Listing,,Condo/Co-op,422 W 9th St #107,Dallas,TX,75208,600000,3,3,Dallas Land & Loan 02,2269,9801,2020,20,264,200,Active,,,14399439,N,Y,32.7461343,-96.8292859
MLS Listing,,Condo/Co-op,422 W 9th St #106,Dallas,TX,75208,585000,3,3,Dallas Land & Loan 02,2269,9801,2020,20,258,200,Active,,,14399411,N,Y,32.7461343,-96.8292859
MLS Listing,,Condo/Co-op,422 W 9th St #105,Dallas,TX,75208,580000,3,3,Dallas Land & Loan 02,2269,9801,2020,20,256,200,Active,,,14399369,N,Y,32.7461343,-96.8292859
MLS Listing,,Condo/Co-op,422 W 9th St #104,Dallas,TX,75208,580000,3,3,Dallas Land & Loan 02,2269,9801,2020,20,256,200,Active,,,14399021,N,Y,32.7461343,-96.8292859
MLS Listing,,Single Family Residential,1342 Old Barn Ln,Lewisville,TX,75067,330000,4,2.5,Creek Haven Add,2156,7536,1990,3,153,,Active,,,14412210,N,Y,33.0179707,-97.0336091
MLS Listing,,Single Family Residential,4307 Willow Tree Dr,Arlington,TX,76017,199900,3,2,Willow Wood Add,1464,7536,1981,11,137,,Active,,,14397673,N,Y,32.6518606,-97.1765637
MLS Listing,,Single Family Residential,1017 Burnett Dr,Lantana,TX,76226,469999,5,4,Heritage Lantana Ph 2,3901,7536,2007,18,120,121,Active,,,14393483,N,Y,33.1052891,-97.1209222
MLS Listing,,Single Family Residential,4637 Man O War Rd,Carrollton,TX,75010,644000,4,4.5,Mustang Park Ph Six,3784,7536,2016,19,170,63,Active,,,14396388,N,Y,33.036238,-96.8651512
MLS Listing,,Single Family Residential,121 Nestlewood Ln,Grapevine,TX,76051,469900,4,3.5,Villas At Silver Lake Estates,3046,7536,2004,25,154,24,Active,,,14393960,N,Y,32.9520501,-97.0795292
MLS Listing,,Single Family Residential,14323 Oakwood Ln,Balch Springs,TX,75180,228000,3,2,Spring Oaks 04,1479,7536,2020,31,154,,Active,,,14389931,N,Y,32.7116616,-96.5992999
MLS Listing,,Single Family Residential,84 Hearthwood Dr,Coppell,TX,75019,427000,3,2,Wynnpage,2128,7536,1993,37,201,15,Active,,,14385568,N,Y,32.9640997,-96.9947073
MLS Listing,,Single Family Residential,6914 Westlake Ave,Dallas,TX,75214,995000,4,3.5,Westlake Park Rev,2880,7536,1928,39,345,,Active,,,14382647,N,Y,32.8221126,-96.7406664
MLS Listing,,Single Family Residential,1113 Prospect Dr,Flower Mound,TX,75028,387500,5,2.5,Prairie Creek Add Ph 2,2579,7536,1993,40,150,,Active,,,14370358,N,Y,33.0514985,-97.0458324
MLS Listing,,Single Family Residential,708 Gateway Bnd,Wylie,TX,75098,298500,3,2,Westgate Ph 3,2144,7536,2002,46,139,,Active,,,14371660,N,Y,33.0179831,-96.5519435
MLS Listing,,Single Family Residential,3112 Falkland Rd,Carrollton,TX,75007,250000,4,2,Woodlake 3,1825,7501,1973,9,137,,Active,,,14408549,N,Y,33.0025244,-96.8764213
MLS Listing,,Single Family Residential,7003 Wake Forrest Dr,Dallas,TX,75214,330000,3,2,University Terrace,1373,7492,1958,136,240,,Active,,,14313086,N,Y,32.8542802,-96.7389694
MLS Listing,,Single Family Residential,606 Torrance Dr,Garland,TX,75040,259900,4,2.5,Meadowood 01,2154,7492,1980,1,121,,Active,,,14413675,N,Y,32.9498457,-96.6365258
MLS Listing,,Single Family Residential,1916 Flatwood Dr,Flower Mound,TX,75028,439900,4,2.5,Shadowridge South Ph 1,3109,7492,1995,1,141,19,Active,,,14404998,N,Y,32.9996854,-97.0574696
MLS Listing,,Single Family Residential,6820 Greenleaf Dr,North Richland Hills,TX,76182,309900,4,3,Foster Village Add,2645,7492,1990,1,117,,Active,,,14414784,N,Y,32.8860245,-97.2331993
MLS Listing,,Single Family Residential,1119 Shadyglen Cir,Richardson,TX,75081,239000,3,1.5,East View,1210,7492,1967,1,198,,Active,,,14413626,N,Y,32.9464165,-96.7073228
MLS Listing,,Single Family Residential,414 Rocky Creek Dr,Mansfield,TX,76063,348900,5,3,Willowstone Estate,3060,7492,2004,2,114,30,Active,,,14414286,N,Y,32.6087411,-97.1332119
MLS Listing,,Single Family Residential,2519 Chalk Hill Rd,Dallas,TX,75212,350000,6,2.5,Westwood 01,1586,7492,1945,2,221,,Active,,,14414234,N,Y,32.7741057,-96.9046642
MLS Listing,,Single Family Residential,816 Dixon Dr,Irving,TX,75061,289000,4,2,Oak Park 03,2068,7492,1961,3,140,,Active,,,14413535,N,Y,32.825291,-96.9866628
MLS Listing,,Single Family Residential,4727 Laurel Ln,Mesquite,TX,75150,129000,4,2,Casa View Heights 15,1410,7492,1958,3,91,,Active,,,14412941,N,Y,32.8292171,-96.6574017
MLS Listing,,Single Family Residential,6146 Belmont Ave,Dallas,TX,75214,892162,4,4,Lakewood Heights Add,3792,7492,2013,3,235,,Active,,,14413301,N,Y,32.816982,-96.7596665
MLS Listing,,Vacant Land,1424 Diceman Ave,Dallas,TX,75203,142500,0,,John Diceman Partition City Bl,,77232,,21,,,Active,,,14399205,N,Y,32.732868,-96.786823
MLS Listing,,Single Family Residential,3202 Drexel Dr,Highland Park,TX,75205,1895000,4,4.5,Highland Park,4536,7492,2001,3,418,,Active,,,14412568,N,Y,32.8358418,-96.7836661
MLS Listing,,Single Family Residential,10398 Country Club Dr,Dallas,TX,75218,679900,4,3,Bel Aire Estates 1,2657,7492,2017,4,256,,Active,,,14402525,N,Y,32.8574456,-96.7021409
MLS Listing,,Single Family Residential,7219 Rutgers Dr,Dallas,TX,75214,370000,3,2,University Terrace Rev,1620,7492,1957,4,228,,Active,,,14412727,N,Y,32.8501663,-96.7395487
MLS Listing,,Single Family Residential,1309 Pennsylvania Ave,Lancaster,TX,75134,250000,4,2.5,Boardwalk Ph 01,2852,7492,2006,4,88,6,Active,,,14405452,N,Y,32.6319661,-96.7879045
MLS Listing,,Single Family Residential,1217 Stonewall St,Garland,TX,75043,335900,3,2.5,Club Country,2981,7492,1987,4,113,,Active,August-22-2020 12:00 PM,August-22-2020 03:00 PM,14412591,N,Y,32.8793331,-96.6138622
MLS Listing,,Multi-Family (2-4 Unit),805 S Tyler St,Dallas,TX,75208,275000,4,3,Hayden,2406,14636,1911,21,114,,Active,,,14399143,N,Y,32.738234,-96.8379999
MLS Listing,,Single Family Residential,2835 Gladstone Dr,Dallas,TX,75211,334900,3,2,Sunset Summit,1875,7492,1924,5,179,,Active,,,14411985,N,Y,32.740543,-96.867542
MLS Listing,,Condo/Co-op,4135 Wycliff Ave #7,Dallas,TX,75219,279900,2,1.5,Heidelberg Court Condos 01 & 02,1056,14331,1983,21,265,225,Active,,,14398732,N,Y,32.8198422,-96.8061268
MLS Listing,,Single Family Residential,212 Millford Rd,Roanoke,TX,76262,317500,4,2.5,The Parks Of Hillsborough Ph 3,2482,7492,2002,5,128,,Active,,,14409011,N,Y,33.0174335,-97.2131503
MLS Listing,,Condo/Co-op,10431 High Hollows Dr #115,Dallas,TX,75230,165000,2,2,High Hollows Condo,1195,242455,1969,21,138,272,Active,,,14399063,N,Y,32.8899616,-96.7734332
MLS Listing,,Single Family Residential,6742 Hialeah Dr,Dallas,TX,75214,444900,3,2,Fisher Road Heights,1440,7492,1954,5,309,,Active,,,14399612,N,Y,32.850142,-96.7433558
MLS Listing,,Single Family Residential,2605 Gabler Dr,Mansfield,TX,76063,348800,3,2,Somerset,2314,7492,2020,5,151,54,Active,,,14411685,N,Y,32.522086,-97.091589
MLS Listing,,Single Family Residential,5638 Purdue Ave,Dallas,TX,75209,1150000,4,4,Idlewild Acres Sec 04,3159,7492,2005,6,364,,Active,,,14409991,N,Y,32.853969,-96.8160293
MLS Listing,,Single Family Residential,7319 Rutgers Dr,Dallas,TX,75214,439000,3,2,University Terrance Add,1606,7492,1960,7,273,,Active,,,14409672,N,Y,32.8493942,-96.738505
MLS Listing,,Single Family Residential,1636 W Pleasant Dr,Midlothian,TX,76065,259900,3,2,Midlothian Meadows,1821,7492,1986,9,143,,Active,,,14409266,N,Y,32.4658526,-96.9960295
MLS Listing,,Single Family Residential,1415 Swiss St,Arlington,TX,76010,205000,3,2,Sylvan Heights Add,1378,7492,1955,9,149,,Active,,,14409298,N,Y,32.7220139,-97.089367
MLS Listing,,Single Family Residential,9761 Ash Creek Dr,Dallas,TX,75228,309900,3,2,Woodcrest Add,1389,7492,1955,9,223,,Active,,,14409064,N,Y,32.8266277,-96.6895222
MLS Listing,,Single Family Residential,2710 Gladstone Dr,Dallas,TX,75211,385000,3,2.5,Sunset Summit,2079,7492,1921,10,185,,Active,,,14408577,N,Y,32.7399323,-96.864041
MLS Listing,,Single Family Residential,204 Redbud Dr,Forney,TX,75126,249500,4,2.5,Mustang Creek Ph 1a,2597,7492,2002,10,96,20,Active,,,14401741,N,Y,32.7620359,-96.4585261
MLS Listing,,Single Family Residential,4823 Linnet Ln,Dallas,TX,75209,840000,3,3,Shannon Estates,2816,7492,2016,10,298,,Active,,,14405931,N,Y,32.8434744,-96.8275505
MLS Listing,,Vacant Land,4331 Northcrest Rd,Dallas,TX,75229,609000,0,,Lyndhurst,,13852,1950,21,,,Active,,,14398847,N,Y,32.8827499,-96.8353174
MLS Listing,,Single Family Residential,6463 Anita St,Dallas,TX,75214,649000,3,2,Anita Heights,2241,7492,1949,10,290,,Active,,,14405152,N,Y,32.8347307,-96.7502145
MLS Listing,,Single Family Residential,4020 Steepleridge Dr,The Colony,TX,75056,414900,4,2.5,Ridgepointe Ph 5,3242,7492,2000,10,128,,Active,,,14408125,N,Y,33.0714022,-96.9007489
MLS Listing,,Single Family Residential,208 N Rosemont Ave,Dallas,TX,75208,435000,3,2,Winnetka Heights,1716,7492,1921,10,253,,Active,,,14407111,N,Y,32.7469167,-96.8475532
MLS Listing,,Vacant Land,2030 N Prairie Ave,Dallas,TX,75204,462500,0,,Fakes Park Place,,6490,,21,,,Active,,,14398902,N,Y,32.8083314,-96.7800798
MLS Listing,,Single Family Residential,919 Salmon Dr,Dallas,TX,75208,450000,2,1,Kessler Highlands,1308,7492,1930,11,344,,Active,,,14402379,N,Y,32.7572877,-96.8384288
MLS Listing,,Single Family Residential,2215 New Mill Ln,Arlington,TX,76012,329000,4,2.5,Hunter Mill Add,2366,7492,1991,11,139,,Active,,,14406210,N,Y,32.7534451,-97.1463075
