SALE TYPE,SOLD DATE,PROPERTY.TYPE,ADDRESS,CITY,STATE.OR.PROVINCE,ZIP.OR.POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,9050 County Road 519,Alvarado,TX,76009,4999999,3,3,ABST 1 TR 27A V ANDERSON,4171,5227200,2019,17,1199,,Active,,,14393650,N,Y,32.4964837,-97.224054
MLS Listing,,Single Family Residential,8225 Samuels Rd,Terrell,TX,75160,550000,4,3.5,D Harris Abs 199,2492,1219680,1998,16,221,,Active,,,14400061,N,Y,32.7954828,-96.3673013
MLS Listing,,Single Family Residential,12101 Dark Hollow Rd Rd,Rockwall,TX,75087,1850000,5,4.5,Drury Anglin,5301,1038906,1987,11,349,,Active,,,14406676,N,Y,32.991481,-96.434522
MLS Listing,,Condo/Co-op,2606 Shelby Ave #304,Dallas,TX,75219,399000,2,2.5,Shelby Court Oaklawn Condos,2049,35850,2005,3,195,306,Active,,,14388320,N,Y,32.8058106,-96.813957
MLS Listing,,Single Family Residential,9001 County Road 528,Burleson,TX,76028,2500000,4,5.5,LOT 1&2 BLK 1 THE ESTATES AT VILLAGIO,18901,869240,1987,27,132,,Active,,,14392621,N,Y,32.5191503,-97.2440488
MLS Listing,,Single Family Residential,624 Dove Creek Rd,Bartonville,TX,76226,3250000,4,5.5,Tucker Add,6788,800763,1999,46,479,,Active,,,14379119,N,Y,33.0914829,-97.151054
MLS Listing,,Single Family Residential,5101 Kensington Ct,Flower Mound,TX,75022,8900000,7,6.5,Kensington Estate Flower Mound,27075,702797,1997,31,329,,Active,,,14390039,N,Y,33.03402,-97.1104019
MLS Listing,,Single Family Residential,4305 County Road 599,Farmersville,TX,75442,545000,3,2,ABS A015,2103,544500,1999,18,259,,Active,,,14398821,N,Y,33.0947977,-96.3779059
MLS Listing,,Single Family Residential,2636 FM 983,Red Oak,TX,75154,325000,3,3,Crestview Est#2,1416,535788,1981,3,230,,Active,,,14411238,N,Y,32.493603,-96.721633
MLS Listing,,Single Family Residential,1671 W FM 550,McLendon Chisholm,TX,75032,1200000,4,5,"A0175 R PECKHAM, TRACT 16-01, 11.48 ACRES",4957,500069,2005,17,242,,Active,,,14401154,N,Y,32.831281,-96.406547
MLS Listing,,Condo/Co-op,4315 Holland Ave #13,Dallas,TX,75219,425000,2,2.5,Holland Oaks Condo,2022,39945,2003,6,210,349,Active,,,14405974,N,Y,32.8184324,-96.8097039
MLS Listing,,Single Family Residential,730 E Highland Rd,Red Oak,TX,75154,699900,6,5,J Billingsley,3619,481861,1982,10,193,,Active,,,14408183,N,Y,32.506284,-96.884317
MLS Listing,,Single Family Residential,3745 Morton Vale Rd,Plano,TX,75074,2150000,4,3.5,Wind Meadow,5954,457903,1993,4,361,,Active,,,14411228,N,Y,33.052839,-96.6577567
MLS Listing,,Single Family Residential,4035 Aspen Ln,Westlake,TX,76262,4000000,5,5,Shelby Estates,6334,454331,1999,44,632,,Active,,,14362062,N,Y,32.9721201,-97.1986859
MLS Listing,,Single Family Residential,631 E Tripp Rd Unit A,Sunnyvale,TX,75182,889000,4,5.5,SAMUEL COATS ABST,4860,437342,1982,7,183,,Active,,,14409839,N,Y,32.7929863,-96.5329332
MLS Listing,,Condo/Co-op,12660 Hillcrest Rd #2206,Dallas,TX,75230,222500,2,2,Williamsburg Condo Ph 02,1154,429981,1986,10,193,377,Active,,,14398513,N,Y,32.9214423,-96.7860416
MLS Listing,,Single Family Residential,242 Sam Davis Rd,Argyle,TX,76226,1299000,4,3,Argyle Hills,4540,436776,1983,34,286,,Active,,,14385858,N,Y,33.109103,-97.197341
MLS Listing,,Single Family Residential,2750 NOLAN Rd,Ferris,TX,75146,460000,4,2,SLEEPY HOLLOW,1700,435600,2005,36,271,,Active,,,14386031,N,Y,32.5435117,-96.6880808
MLS Listing,,Condo/Co-op,1700 Amelia Ct #126,Plano,TX,75075,165000,2,1.5,Parkbluff Add Ph I,999,1307,1984,14,165,258,Active,,,14398695,N,Y,33.0239873,-96.7651491
MLS Listing,,Townhouse,3121 Park Ln #1184,Dallas,TX,75220,95000,2,2,Park Lane Twnhms Ph 02,970,397485,1969,12,98,553,Active,,,14405156,N,Y,32.8759344,-96.8728976
MLS Listing,,Townhouse,3121 Park Ln #1133,Dallas,TX,75220,100000,3,2,Park Lane Twnhms Ph 02,1193,397485,1969,12,84,680,Active,,,14405126,N,Y,32.8764502,-96.8743054
MLS Listing,,Single Family Residential,408 S New Hope Rd,Kennedale,TX,76060,750000,4,2,,2726,387684,1955,39,275,,Active,,,14383143,N,Y,32.6373974,-97.2200783
MLS Listing,,Single Family Residential,5300 Keller Springs Rd #2001,Dallas,TX,75248,179900,2,2,Prestonwood Green Condo,1189,374529,1982,4,151,316,Active,,,14412103,N,Y,32.9683815,-96.8179807
MLS Listing,,Single Family Residential,1304 N Westmoreland Rd,DeSoto,TX,75115,699000,4,3.5,Mcneill,4581,351529,1989,1,153,,Active,,,14413696,N,Y,32.6143839,-96.8740121
MLS Listing,,Single Family Residential,2308 Oak Knoll Ct,Colleyville,TX,76034,1699000,5,5,Majesty Estates Add,6475,339637,2002,21,262,,Active,,,14397233,N,Y,32.8738558,-97.1295092
MLS Listing,,Townhouse,10500 Lake June Rd Unit I07,Dallas,TX,75217,77900,2,1.5,Canterbury Crossing Ph 01-08,1103,337154,1984,3,71,213,Active,,,14411657,N,Y,32.7337306,-96.6443359
MLS Listing,,Townhouse,10500 Lake June Rd Unit Q4,Dallas,TX,75217,84900,2,2.5,Canterbury Crossing Ph 01-08,1132,337154,1984,45,75,219,Active,,,14377962,N,Y,32.7337306,-96.6443359
MLS Listing,,Single Family Residential,3520 Willow Bend Dr,Plano,TX,75093,3000000,5,5.5,Wrce Development Sub,5726,321168,1981,47,524,,Active,,,14378336,N,Y,33.0451414,-96.8101062
MLS Listing,,Townhouse,641 Carriagehouse Ln Unit K5,Garland,TX,75040,129900,2,1.5,Carriagehouse Village-Victoria Place,1089,288193,1984,2,119,250,Active,,,14414206,N,Y,32.9372699,-96.6223036
MLS Listing,,Condo/Co-op,6026 Birchbrook Dr #219,Dallas,TX,75206,185000,2,2,Danbury Condo,1136,259792,1970,27,163,476,Active,,,14387407,N,Y,32.8477451,-96.7636589
MLS Listing,,Single Family Residential,4500 Pioneer Rd,Balch Springs,TX,75180,450000,3,2,,1844,267894,1949,1,244,,Active,,,14410721,N,Y,32.7083141,-96.5977097
MLS Listing,,Condo/Co-op,2323 N Houston St #613,Dallas,TX,75219,399000,2,2,Terrace Condos,1332,39727,2005,32,300,744,Active,,,14387325,N,Y,32.7850316,-96.8100004
MLS Listing,,Single Family Residential,5229 Hidden Valley Ct,Mansfield,TX,76063,975000,5,5,Hidden Valley Estates Add,4202,267850,2000,38,232,67,Active,,,14380392,N,Y,32.6057001,-97.2029807
MLS Listing,,Single Family Residential,1802 Knight St,Argyle,TX,76226,1350000,4,3,Myles Add,4177,266892,1977,31,323,,Active,,,14389988,N,Y,33.1127904,-97.1416693
MLS Listing,,Townhouse,15734 Seabolt Pl #71,Addison,TX,75001,439000,3,3,Townhomes Of District A Ph 01-11,2166,262623,2005,19,203,281,Active,,,14399061,N,Y,32.9632665,-96.8244556
MLS Listing,,Townhouse,5012 Parkview #55,Addison,TX,75001,330000,2,2.5,Townhomes Of District A Ph 01-11,1667,262623,2005,26,198,281,Active,,,14391740,N,Y,32.963453,-96.8251767
MLS Listing,,Condo/Co-op,2627 Douglas Ave #132,Dallas,TX,75219,143500,1,1,Plaza Condo,769,67605,1972,41,187,244,Active,,,14378847,N,Y,32.8092585,-96.8175488
MLS Listing,,Condo/Co-op,8610 Turtle Creek Blvd #104,Dallas,TX,75225,269000,2,2,Le Parc Condo,1284,31668,1984,46,210,470,Active,,,14345249,N,Y,32.8657299,-96.7894867
MLS Listing,,Condo/Co-op,3102 Ross Ave #7,Dallas,TX,75204,625000,3,3,Veranda,2422,40598,2006,47,258,125,Active,,,14377382,N,Y,32.7933279,-96.7913684
MLS Listing,,Single Family Residential,2041 Mcalpin Rd,Midlothian,TX,76065,560000,3,2,J H Jones,2060,241322,2000,7,272,,Active,,,14409155,N,Y,32.422295,-96.9703449
MLS Listing,,Single Family Residential,2604 S Country Club Rd,Garland,TX,75043,750000,4,4.5,Powers,4702,239624,2017,9,160,,Active,,,14407021,N,Y,32.887094,-96.609522
MLS Listing,,Single Family Residential,8600 Meadowbrook Dr,Fort Worth,TX,76120,795000,3,2.5,Harris B Sub,3488,239580,1981,29,228,,Active,,,14387727,N,Y,32.7553327,-97.1643375
MLS Listing,,Single Family Residential,5346 County Road 599,Farmersville,TX,75442,360000,3,2.5,Williams,2027,236749,1997,19,178,,Active,,,14397331,N,Y,33.081187,-96.381939
MLS Listing,,Single Family Residential,1124 Triple Crown Ct,Bartonville,TX,76226,3600000,5,5.5,Saddlebrook Estates Ph 1,6576,230737,2012,1,547,100,Active,,,14411619,N,Y,33.0937389,-97.1404069
MLS Listing,,Condo/Co-op,2950 Mckinney Ave #411,Dallas,TX,75204,340000,1,1.5,Mercer Square Condos,1105,65558,2006,63,308,415,Active,,,14364735,N,Y,32.8004059,-96.8007375
MLS Listing,,Condo/Co-op,2415 Stutz Dr Unit E,Dallas,TX,75235,325000,2,2.5,Inwood Commons Condos,1556,17511,2005,67,209,333,Active,,,14362675,N,Y,32.8224342,-96.8392337
MLS Listing,,Single Family Residential,7700 County Road 526,Mansfield,TX,76063,545000,4,3,Md Dickey Surv Abs 195,3121,228690,2011,2,175,,Active,,,14409787,N,Y,32.5389467,-97.1683776
MLS Listing,,Single Family Residential,710 S White Chapel Blvd,Southlake,TX,76092,4998000,7,7.5,Bull Run Lakes Add,10986,226468,1996,41,455,,Active,,,14378113,N,Y,32.9332084,-97.1581096
MLS Listing,,Single Family Residential,329 Country Ct,Bartonville,TX,76226,1299000,5,4,The Ott Add,5434,217844,1993,14,239,,Active,,,14403449,N,Y,33.0761831,-97.1579921
MLS Listing,,Single Family Residential,790 W Blondy Jhune Rd,Lucas,TX,75002,1000000,3,2,John Kerby Survey,2216,217800,1958,24,451,,Active,,,14397169,N,Y,33.106499,-96.586716
MLS Listing,,Single Family Residential,12246 Garden Grove Dr,Dallas,TX,75253,495000,4,2.5,BLK 8828 TR 26,2372,217800,1925,24,209,,Active,,,14392284,N,Y,32.6919095,-96.6065181
MLS Listing,,Condo/Co-op,5619 Preston Oaks Rd #1004,Dallas,TX,75254,168000,2,1,Oaks Of Preston Ridge Condo,868,99099,1983,87,194,265,Active,,,14346945,N,Y,32.9442753,-96.8101784
MLS Listing,,Single Family Residential,8908 Rolling Trails Ct,Alvarado,TX,76009,750000,4,3.5,Rolling Trails,3848,217800,1960,27,195,,Active,,,14379721,N,Y,32.438837,-97.174682
MLS Listing,,Single Family Residential,5350 Kensington Ct,Flower Mound,TX,75022,1350000,6,4.5,Kensington Estate Flower Mound,5288,217800,1996,34,255,42,Active,,,14387666,N,Y,33.0345583,-97.1143735
MLS Listing,,Condo/Co-op,5950 Lindenshire Ln #302,Dallas,TX,75230,299999,2,1.5,Lindenshire Condos,1270,75838,1990,95,236,332,Active,,,14342221,N,Y,32.9122138,-96.8054219
MLS Listing,,Townhouse,11655 Audelia Rd #801,Dallas,TX,75243,109900,1,1.5,One Orleans Place Condos Ph 01 & 03,960,214577,1982,2,114,303,Active,,,14414270,N,Y,32.9078891,-96.7179766
MLS Listing,,Single Family Residential,10660 Strait Ln,Dallas,TX,75229,14500000,8,9,Marie Thomas Estates,15043,204601,2001,19,964,,Active,,,14385850,N,Y,32.8922248,-96.8239249
MLS Listing,,Single Family Residential,14277 Preston Rd #821,Dallas,TX,75254,209900,2,2,Preston On Creek Condos,1299,203382,1982,26,162,426,Active,,,14390417,N,Y,32.9431203,-96.8037801
MLS Listing,,Condo/Co-op,3901 Travis St #223,Dallas,TX,75204,215000,1,1,Park Travis Condos,872,54014,1985,159,247,242,Active,,,14301087,N,Y,32.8118332,-96.7968387
MLS Listing,,Single Family Residential,6230 Pool Rd,Colleyville,TX,76034,2950000,4,5,Victorian Forest Estates Add,5388,201944,2017,10,548,,Active,,,14401270,N,Y,32.899166,-97.126351
MLS Listing,,Single Family Residential,1514 Union Hill Rd,Ennis,TX,75119,400000,3,2,R Pena,1667,200420,1999,28,240,,Active,,,14391512,N,Y,32.4341833,-96.5535486
MLS Listing,,Vacant Land,6431 Churchill Way,Dallas,TX,75230,615000,0,,C P Nevill 01,,19166,,272,,,Active,,,14227310,N,Y,32.917304,-96.7944324
MLS Listing,,Townhouse,13900 NOEL #12,Dallas,TX,75240,255000,2,2,Citta Townhomes,1260,187787,2006,1,202,360,Active,,,14399258,N,Y,32.9361181,-96.8178866
MLS Listing,,Single Family Residential,3220 Vinson Rd,Rowlett,TX,75098,700900,2,1,James Eidson,980,187308,1984,21,715,,Active,,,14387643,N,Y,32.96504,-96.526509
MLS Listing,,Single Family Residential,1160 Snider Ln,Lucas,TX,75002,1500000,4,4.5,Monte Carlo Estates,4566,184477,2014,20,329,,Active,,,14396506,N,Y,33.1037495,-96.5591456
MLS Listing,,Single Family Residential,4210 Church Ln,Parker,TX,75002,369900,3,1,,1312,175852,1950,47,282,,Active,,,14376849,N,Y,33.0586858,-96.6202681
MLS Listing,,Single Family Residential,1107 Ovilla Rd,Waxahachie,TX,75167,279900,4,2.5,Irwin Branch- Rev,1932,174763,1985,39,145,,Active,,,14383730,N,Y,32.4438669,-96.8742007
MLS Listing,,Single Family Residential,702 S White Chapel Blvd,Southlake,TX,76092,7990000,6,8,Bull Run Lakes Addition,14528,173935,2011,47,550,,Active,,,14373894,N,Y,32.9333904,-97.1572259
MLS Listing,,Single Family Residential,5 SKYVIEW Dr,Lucas,TX,75002,924000,5,4,SKYVIEW ESTATES,3894,170755,1985,38,237,,Active,,,14385368,N,Y,33.1054746,-96.5994877
MLS Listing,,Single Family Residential,6375 Pecan Hollow Ln,Burleson,TX,76028,575000,3,3,Shadow Run Estates Add,3557,149803,1996,31,162,8,Active,,,14390242,N,Y,32.5683641,-97.2257223
MLS Listing,,Single Family Residential,2400 Waketon Rd,Flower Mound,TX,75028,1150000,4,4,Edwin Marsh,4882,142877,2000,4,236,,Active,,,14403777,N,Y,33.0601591,-97.0671231
MLS Listing,,Single Family Residential,2202 Ponderosa Trl,Sachse,TX,75048,539900,3,3,Sachse Ranch Estates,2191,140263,1974,5,246,,Active,,,14401111,N,Y,32.9754083,-96.6014277
MLS Listing,,Townhouse,9640 Bryson Dr #9640,Dallas,TX,75238,210000,3,2.5,Kingsley Manor Twnhs Condos,1524,137650,1972,12,138,351,Active,,,14398723,N,Y,32.8783038,-96.6975949
MLS Listing,,Single Family Residential,4615 W Interstate 20,Arlington,TX,76017,475000,3,2,,1744,134165,1967,34,272,,Active,,,14368104,N,Y,32.677814,-97.181245
MLS Listing,,Single Family Residential,453 Terry Ln,Heath,TX,75032,2280000,4,4.5,Ganci Add,5729,131551,2000,14,398,,Active,,,14392833,N,Y,32.8380401,-96.4956871
MLS Listing,,Single Family Residential,9613 County Road 4091,Scurry,TX,75158,395000,4,2.5,Cottonwood Creek Estates,2500,131116,1982,47,158,,Active,,,14377851,N,Y,32.508109,-96.393659
MLS Listing,,Single Family Residential,1199 Ovilla Rd,Waxahachie,TX,75167,389000,3,2.5,Stephanie Addn-Rev,2055,130680,1994,1,189,,Active,,,14414699,N,Y,32.4951412,-96.8914443
MLS Listing,,Single Family Residential,1231 Latigo Ln,Bartonville,TX,75022,800000,4,3.5,Mep & Prr,2427,130680,1983,10,330,,Active,,,14406612,N,Y,33.0551359,-97.1540497
MLS Listing,,Single Family Residential,417 Cambridge Dr,Richardson,TX,75080,329000,3,2,Northway Acres 03 INT201700354657,1620,130680,1968,31,203,,Active,,,14390228,N,Y,32.972663,-96.7324859
MLS Listing,,Single Family Residential,719 Preakness Park,Lucas,TX,75002,1450000,5,6.5,Belmont Park,6589,126063,2014,3,220,83,Active,August-22-2020 02:00 PM,August-22-2020 05:00 PM,14398879,N,Y,33.0747058,-96.5928319
MLS Listing,,Single Family Residential,1208 Starlight Ct,Cedar Hill,TX,75104,795000,4,4.5,Lake Ridge Sec 07 Ph 02,4430,125976,2001,7,179,92,Active,,,14410434,N,Y,32.5676806,-96.9966592
MLS Listing,,Single Family Residential,702 Anna Cade Rd,Rockwall,TX,75087,699900,4,3,Joseph Strickland Surv Abs 187,3450,125453,1980,9,203,,Active,,,14408896,N,Y,32.9719302,-96.4367341
MLS Listing,,Single Family Residential,23 Ash Bluff Ln,Dallas,TX,75248,7500000,7,8,Glen Abbey At Ash Bluff 02,18589,124974,1935,6,403,1033,Active,,,14405798,N,Y,32.975101,-96.813776
MLS Listing,,Single Family Residential,921 Meadow Dr,Rockwall,TX,75032,345000,3,2,Glen Hills Ranch,2177,124582,1992,17,158,25,Active,,,14400432,N,Y,32.8494603,-96.4055937
MLS Listing,,Single Family Residential,349 Sidewinder Loop,Red Oak,TX,75154,775000,3,2.5,Shiloh Downs Ph IV,3085,122665,2017,9,251,83,Active,,,14406470,N,Y,32.5131248,-96.7423931
MLS Listing,,Single Family Residential,9505 Timber Trl,Scurry,TX,75158,425000,4,3,Silver Creek,3028,122534,2005,3,140,,Active,,,14414014,N,Y,32.5128576,-96.3683785
MLS Listing,,Single Family Residential,234 W Bethel Rd,Coppell,TX,75019,4499900,5,6.5,Bethel Road Manor,10182,121097,2011,47,442,,Active,,,14377295,N,Y,32.9547171,-96.9980576
MLS Listing,,Condo/Co-op,2300 Wolf Unit 4A,Dallas,TX,75201,3675000,3,3.5,RESIDENCES @ STONELEIGH CONDOS,4024,67082,2020,1,913,3187,Active,,,14415142,N,Y,32.7972035,-96.8077289
MLS Listing,,Single Family Residential,1210 Batchler Rd,Red Oak,TX,75154,375000,3,2,R Crow,2510,120226,1984,26,149,,Active,,,14393853,N,Y,32.530522,-96.732651
MLS Listing,,Single Family Residential,1216 SADDLEBROOK Way,Bartonville,TX,76226,2199000,5,7,Saddlebrook Estates Ph 1,8612,120182,2007,21,255,100,Active,,,14396696,N,Y,33.0944589,-97.1357852
MLS Listing,,Condo/Co-op,1122 Jackson St #517,Dallas,TX,75202,210000,1,1,Soco Urban Loft Condo,911,42863,1925,1,231,369,Active,,,14415299,N,Y,32.7782672,-96.8024429
MLS Listing,,Vacant Land,422 Wright Blvd,Grand Prairie,TX,75050,274900,0,,Whittle Revised,,184259,,1,,,Active,,,14412345,N,Y,32.8070501,-97.00001
MLS Listing,,Single Family Residential,18645 Scotland Dr,Nevada,TX,75173,364000,4,3,John Mcminn Surv Abs 554,2202,116654,1992,47,165,,Active,,,14374719,N,Y,33.0717831,-96.3645647
MLS Listing,,Single Family Residential,755 Estates Dr,Copper Canyon,TX,75077,645000,4,3,Pilot Knoll,2596,112385,1970,47,248,,Active,,,14374445,N,Y,33.1041303,-97.0967867
MLS Listing,,Single Family Residential,90 Windsor Dr,McLendon Chisholm,TX,75032,575000,4,4,Windsor Place,4031,112341,2013,41,143,50,Active,,,14372447,N,Y,32.8784005,-96.4067167
MLS Listing,,Single Family Residential,1714 W 7th St,Irving,TX,75060,374900,4,5,Garner Place,4074,104588,1987,33,92,,Active,,,14384460,N,Y,32.8068712,-96.9692701
MLS Listing,,Single Family Residential,3908 Trisha Val Ct,Arlington,TX,76016,899000,4,5,Watson T H Add,3991,104544,1978,22,225,,Active,,,14389802,N,Y,32.6871728,-97.1701781
MLS Listing,,Single Family Residential,2413 Juniper Trl,Alvarado,TX,76009,269900,4,2,Gills Crossing Ph 01,2128,104108,2004,14,127,,Active,,,14404173,N,Y,32.4522928,-97.1875081
MLS Listing,,Single Family Residential,6018 Plantation Ln,Double Oak,TX,75022,680000,5,4.5,Self Add,4093,101408,1984,18,166,,Active,,,14399985,N,Y,33.0562039,-97.1239292
MLS Listing,,Single Family Residential,501 SAN JUAN Dr,Southlake,TX,76092,1425000,5,4.5,Mission Hill Estates Add,6041,101059,1985,44,236,4,Active,,,14377547,N,Y,32.9456819,-97.1425232
MLS Listing,,Single Family Residential,4808 Bill Simmons Rd,Colleyville,TX,76034,2695000,4,4.5,Maass Estates,5277,101059,2005,48,511,,Active,,,14374968,N,Y,32.879988,-97.1342972
MLS Listing,,Vacant Land,2421 Colonial Ln,Midlothian,TX,76065,83000,0,,Villas Of Somercrest,,7841,,1,,163,Active,,,14415255,N,Y,32.457685,-96.964368
MLS Listing,,Single Family Residential,1200 Fox Run,Bartonville,TX,76226,890000,4,4,Saddlebrook Estates,4310,97139,2003,38,206,112,Active,,,14382454,N,Y,33.0945219,-97.1470858
MLS Listing,,Single Family Residential,1284 Jeter Rd E,Bartonville,TX,76226,599500,4,2.5,Contrary Creek Add,2645,97008,1986,5,227,,Active,,,14407101,N,Y,33.073245,-97.1438989
MLS Listing,,Single Family Residential,6301 County Road 608,Burleson,TX,76028,399900,3,2.5,Cook Hills,1619,94525,1979,4,247,,Active,,,14409208,N,Y,32.5198279,-97.2208996
MLS Listing,,Vacant Land,2425 Amesbury Dr,Midlothian,TX,76065,79000,0,,Villas Of Somercrest,,7841,,1,,163,Active,,,14415241,N,Y,32.456981,-96.964216
MLS Listing,,Single Family Residential,11520 Fm 1390,Scurry,TX,75158,265000,3,2,GEO SEITZ,1920,93610,2017,28,138,,Active,,,14386799,N,Y,32.487912,-96.415821
MLS Listing,,Single Family Residential,5812 Bransford Rd,Colleyville,TX,76034,750000,4,3,Cecil Oaks,2218,90866,1990,41,338,,Active,,,14377726,N,Y,32.8945151,-97.1618337
MLS Listing,,Single Family Residential,3 Hillcrest Dr,Lucas,TX,75002,375000,4,2.5,Hillcrest Ranch Estates,2023,90605,1983,19,185,,Active,,,14398150,N,Y,33.0941431,-96.5675583
MLS Listing,,Single Family Residential,7100 Audubon Dr,Parker,TX,75002,1245000,5,6,Brooks Farm Estates Ph I,6028,90605,2007,45,207,54,Active,,,14380125,N,Y,33.0464935,-96.5958998
MLS Listing,,Single Family Residential,245 Williams Rd,Fort Worth,TX,76120,449900,4,3,Draughon Heights Add,2956,89298,2001,40,152,,Active,,,14383304,N,Y,32.775823,-97.1991111
MLS Listing,,Single Family Residential,6321 CARRINGTON Dr,Dallas,TX,75254,1895000,4,6.5,OAKS AT WILLIAMSBURG,6832,89298,2003,49,277,434,Active,,,14373844,N,Y,32.9447371,-96.8028234
MLS Listing,,Single Family Residential,1342 Woodbrook Ct,Southlake,TX,76092,949900,3,4,Cross Timber Hills Add,4149,89080,1986,38,229,,Active,,,14385372,N,Y,32.9555769,-97.1742086
MLS Listing,,Vacant Land,2418 Somercrest Pl,Midlothian,TX,76065,79000,0,,Villas Of Somercrest,,6970,,1,,163,Active,,,14415192,N,Y,32.456815,-96.963742
MLS Listing,,Single Family Residential,1110 Bluegrass Ct,Midlothian,TX,76065,349900,4,2,Blue Grass Estate,1792,87991,1976,1,195,,Active,,,14415288,N,Y,32.4460856,-97.0080359
MLS Listing,,Multi-Family (2-4 Unit),816 Carlton Rd,Wylie,TX,75098,187500,2,1.5,Birmingham Farms Ph 2b,1221,5663,2003,1,154,18,Active,,,14414407,N,Y,33.021847,-96.555285
MLS Listing,,Single Family Residential,129 Fox Glen Cir,Irving,TX,75062,1495000,5,7.5,Fox Glen 02 Revision,10268,87468,2000,7,146,1086,Active,,,14408580,N,Y,32.8556221,-96.9489626
MLS Listing,,Single Family Residential,784 Prince Ln,Rockwall,TX,75087,469000,4,3,J Mckinney,2619,87120,2001,1,179,,Active,,,14400465,N,Y,32.9607568,-96.3897278
MLS Listing,,Single Family Residential,4505 Tour 18 Dr,Flower Mound,TX,75022,1650000,5,5.5,The Estates At Tour 18 Sec 1,8310,87120,1997,3,199,250,Active,,,14389581,N,Y,33.0465491,-97.1643646
MLS Listing,,Vacant Land,2230 Meridian Pl,Midlothian,TX,76065,83000,0,,Villas Of Somercrest,,6534,,1,,163,Active,,,14415175,N,Y,32.4580138,-96.9653132
MLS Listing,,Single Family Residential,1100 Farmstead Ct,Lucas,TX,75002,1275000,4,5,The Farmstead,4022,87120,2020,4,317,105,Active,,,14412656,N,Y,33.100254,-96.604124
MLS Listing,,Single Family Residential,1661 Jan Marie,Lucas,TX,75002,1550000,6,6,Barry Farms,5873,87120,2018,4,264,200,Active,,,14411646,N,Y,33.113263,-96.601185
MLS Listing,,Single Family Residential,8912 Eden Rd,North Richland Hills,TX,76182,445000,3,2,Oziah Rumfield Surv Abs #1365,1975,87120,1965,5,225,,Active,,,14410410,N,Y,32.8826184,-97.1935283
MLS Listing,,Single Family Residential,10203 Hollow Way Rd,Dallas,TX,75229,8499000,5,6,Padgett Sub,10382,87120,2007,6,819,,Active,,,14409977,N,Y,32.8817846,-96.815689
MLS Listing,,Single Family Residential,5009 Briar Patch Ln,Burleson,TX,76028,399500,4,2,Abst 01 Tr 01 Anderson,2404,87120,1983,14,166,,Active,,,14403200,N,Y,32.4956906,-97.2361482
MLS Listing,,Single Family Residential,1775 Northfork Ln,Lucas,TX,75002,695000,4,3,Northfork Ranch,3038,87120,1998,16,229,,Active,,,14393250,N,Y,33.1101536,-96.5953992
MLS Listing,,Vacant Land,2205 Meridian Pl,Midlothian,TX,76065,79000,0,,Villas Of Somercrest,,7841,,1,,163,Active,,,14415148,N,Y,32.459053,-96.965505
MLS Listing,,Single Family Residential,3503 Woodcreek Cir,Parker,TX,75002,495000,4,3,"ABS A0010 PHILLIP ANDERSON SURVEY, TRACT 25,",2731,87120,1976,18,181,,Active,,,14398329,N,Y,33.0447236,-96.6148637
MLS Listing,,Single Family Residential,3608 Margaux Dr,Parker,TX,75002,849900,5,4,Brooks Farm Estates Ph I,4104,87120,2012,28,207,54,Active,,,14391592,N,Y,33.0479952,-96.5956495
MLS Listing,,Single Family Residential,7404 Palomino Cir,Flower Mound,TX,75022,1249999,5,5.5,Immel Estates Add,5238,87120,1998,30,239,,Active,,,14390773,N,Y,33.0381151,-97.1472853
MLS Listing,,Condo/Co-op,1004 Signal Ridge Pl #1004,Rockwall,TX,75032,181500,2,2,Signal Ridge #2a & 2b,1174,3485,1983,1,155,225,Active,,,14415123,N,Y,32.8855215,-96.4794261
MLS Listing,,Single Family Residential,1050 Rimrock Dr,Lucas,TX,75002,1500000,5,4.5,Rimrock Estates Add,5483,87120,2018,46,274,100,Active,,,14375754,N,Y,33.1007173,-96.6099594
MLS Listing,,Condo/Co-op,4303 Buena Vista St #205,Dallas,TX,75205,189000,2,2,Buena Vista Villa Condo,692,22433,1983,1,273,292,Active,,,14414757,N,Y,32.8190312,-96.7941486
MLS Listing,,Single Family Residential,8537 Meadowbrook Dr,Fort Worth,TX,76120,2273400,4,5.5,Stair Woods Add,7642,87033,2002,30,297,,Active,,,14390034,N,Y,32.753282,-97.1664417
MLS Listing,,Condo/Co-op,5100 Verde Valley Ln #146,Dallas,TX,75254,169000,1,1.5,Boardwalk On The Pkwy Condos,969,276737,1982,1,174,215,Active,,,14415112,N,Y,32.9485675,-96.8222898
MLS Listing,,Single Family Residential,5306 Creekside Ct,Parker,TX,75094,1180000,4,5,Dublin Park Estates Ph V,5755,85421,2000,43,205,42,Active,,,14380037,N,Y,33.02349,-96.6313496
MLS Listing,,Single Family Residential,570 Southview Dr,Lucas,TX,75002,379000,3,2,Jas Lovelady Survey,1882,85290,1966,24,201,,Active,,,14392710,N,Y,33.0785636,-96.5775254
